CODE,MFR,MODEL,TYPE-ENG,NO-ENG,NO-SEATS,N-NUMBER,YEAR MFR,NAME
3940018,AIRBUS                        ,A330-243            ,5,2,377,393HA,2013,HAWAIIAN AIRLINES INC                             
3940018,AIRBUS                        ,A330-243            ,5,2,377,395HA,2013,HAWAIIAN AIRLINES INC                             
3940018,AIRBUS                        ,A330-243            ,5,2,377,396HA,2014,HAWAIIAN AIRLINES INC                             
3940018,AIRBUS                        ,A330-243            ,5,2,377,399HA,2014,HAWAIIAN AIRLINES INC                             
3940018,AIRBUS                        ,A330-243            ,5,2,377,455AC,    ,BANK OF UTAH TRUSTEE                              
3940018,AIRBUS                        ,A330-243            ,5,2,377,529CG,    ,CARGO AIRCRAFT MANAGEMENT INC                     
3940018,AIRBUS                        ,A330-243            ,5,2,377,819CA,2009,ALC A332 1016 LLC                                 
3940018,AIRBUS                        ,A330-243            ,5,2,377,968AV,2009,AIRCOL 5                                          
3940018,AIRBUS                        ,A330-243            ,5,2,377,974AV,2011,BANK OF UTAH TRUSTEE                              
3940022,AIRBUS                        ,A318                ,5,2,136,591EL,2004,SALE REPORTED                                     
3940022,AIRBUS                        ,A318                ,5,2,136,593EL,2004,SALE REPORTED                                     
3940022,AIRBUS                        ,A318                ,5,2,136,597EL,2005,SALE REPORTED                                     
3940025,AIRBUS                        ,A320-211            ,5,2,182,231XC,    ,MOJAVE JET LLC                                    
3940025,AIRBUS                        ,A320-211            ,5,2,182,377NW,2003,DELTA AIR LINES INC                               
3940025,AIRBUS                        ,A320-211            ,5,2,182,378NW,2003,DELTA AIR LINES INC                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,301DV,2016,DELTA AIR LINES INC                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,302DN,2016,DELTA AIR LINES INC                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,303DN,2016,DELTA AIR LINES INC                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,304DN,2016,DELTA AIR LINES INC                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,305DN,2016,DELTA AIR LINES INC                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,307DX,2016,DELTA AIR LINES INC                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,308DN,2016,WELLS FARGO TRUST CO NA TRUSTEE                   
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,309DN,2016,BANK OF UTAH TRUSTEE                              
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,310DN,2016,UMB BANK NA TRUSTEE                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,311DN,2016,UMB BANK NA TRUSTEE                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,312DN,2016,BANK OF UTAH TRUSTEE                              
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,332DN,2017,BANK OF UTAH TRUSTEE                              
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,335DN,2018,BANK OF UTAH TRUSTEE                              
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,336DX,2018,BANK OF UTAH TRUSTEE                              
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,337DN,2018,UMB BANK NA TRUSTEE                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,338DN,2018,WELLS FARGO TRUST CO NA TRUSTEE                   
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,340DN,2018,UMB BANK NA TRUSTEE                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,360DN,2018,DELTA AIR LINES INC                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,361DN,2018,DELTA AIR LINES INC                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,362DN,2018,DELTA AIR LINES INC                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,363DN,2018,DELTA AIR LINES INC                               
3940028,AIRBUS SAS                    ,A321-213            ,5,2,199,364DX,2018,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,801NW,2003,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,802NW,2003,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,803NW,2003,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,804NW,2003,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,805NW,2003,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,806NW,2004,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,807NW,2004,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,808NW,2004,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,809NW,2005,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,810NW,2005,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,811NW,2005,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,812NW,2006,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,813NW,    ,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,814NW,2006,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,815NW,2007,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,816NW,2007,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,817NW,2007,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,818NW,2007,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,819NW,2007,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,820NW,2007,DELTA AIR LINES INC                               
3940030,AIRBUS                        ,A330-323            ,5,2,379,821NW,2007,DELTA AIR LINES INC                               
3940031,AIRBUS                        ,A330-223            ,5,3,379,137AR,    ,WYATT AEROSPACE LLC                               
3940031,AIRBUS                        ,A330-223            ,5,3,379,246GE,    ,BANK OF UTAH TRUSTEE                              
3940031,AIRBUS                        ,A330-223            ,5,3,379,852NW,2004,DELTA AIR LINES INC                               
3940031,AIRBUS                        ,A330-223            ,5,3,379,853NW,2004,DELTA AIR LINES INC                               
3940031,AIRBUS                        ,A330-223            ,5,3,379,854NW,2004,DELTA AIR LINES INC                               
3940031,AIRBUS                        ,A330-223            ,5,3,379,855NW,2004,DELTA AIR LINES INC                               
3940031,AIRBUS                        ,A330-223            ,5,3,379,856NW,2004,DELTA AIR LINES INC                               
3940031,AIRBUS                        ,A330-223            ,5,3,379,857NW,2004,DELTA AIR LINES INC                               
3940031,AIRBUS                        ,A330-223            ,5,3,379,858NW,2006,DELTA AIR LINES INC                               
3940031,AIRBUS                        ,A330-223            ,5,3,379,859NW,2006,DELTA AIR LINES INC                               
3940031,AIRBUS                        ,A330-223            ,5,3,379,860NW,2006,DELTA AIR LINES INC                               
3940031,AIRBUS                        ,A330-223            ,5,3,379,861NW,2006,DELTA AIR LINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,1024F,    ,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,102NN,2013,UMB BANK NA TRUSTEE                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,103NN,2013,WILMINGTON TRUST CO TRUSTEE                       
3940032,AIRBUS                        ,A321-231            ,5,2,379,104NN,2013,UMB BANK NA TRUSTEE                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,105NN,2013,UMB BANK NA TRUSTEE                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,117AN,2014,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,119NN,2014,WELLS FARGO TRUST CO NA TRUSTEE                   
3940032,AIRBUS                        ,A321-231            ,5,2,379,121AN,2014,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,122NN,2014,WELLS FARGO TRUST CO NA TRUSTEE                   
3940032,AIRBUS                        ,A321-231            ,5,2,379,123NN,2014,WELLS FARGO TRUST CO NA TRUSTEE                   
3940032,AIRBUS                        ,A321-231            ,5,2,379,124AA,2014,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,125AA,2014,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,126AN,2014,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,127AA,2014,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,128AN,2014,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,129AA,2014,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,130AN,2014,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,131NN,2015,WELLS FARGO TRUST CO NA TRUSTEE                   
3940032,AIRBUS                        ,A321-231            ,5,2,379,132AN,2015,WELLS FARGO TRUST CO NA TRUSTEE                   
3940032,AIRBUS                        ,A321-231            ,5,2,379,133AN,2015,WELLS FARGO TRUST CO NA TRUSTEE                   
3940032,AIRBUS                        ,A321-231            ,5,2,379,134AN,2015,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,135NN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,136AN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,137AA,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,138AN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,139AN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,140AN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,141NN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,142AN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,1438 ,1998,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,143AN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,144AN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,145AN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,146AA,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,147AA,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,1487B,    ,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,148AN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,149AN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,150NN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,151AN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,152AA,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,153AN,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,154AA,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,155NN,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,156AN,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,157AA,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,158AN,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,159AN,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,160AN,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,161AA,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,162AA,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,163AA,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,164NN,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,165NN,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,166NN,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,167AN,2016,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,1850H,    ,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,195PG,    ,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,261JF,    ,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE               
3940032,AIRBUS                        ,A321-231            ,5,2,379,277GX,2005,WILMINGTON TRUST CO TRUSTEE                       
3940032,AIRBUS                        ,A321-231            ,5,2,379,355FL,    ,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,410GX,2000,WILMINGTON TRUST CO TRUSTEE                       
3940032,AIRBUS                        ,A321-231            ,5,2,379,507AY,2008,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,507DB,    ,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE               
3940032,AIRBUS                        ,A321-231            ,5,2,379,508AY,2008,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,509AY,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,510UW,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,519UW,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,521UW,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,523UW,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,524UW,2009,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,534UW,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,535UW,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,536UW,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,537UW,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,538UW,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,539UW,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,540UW,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,542UW,2009,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,543UW,2011,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,544UW,2011,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,545UW,2011,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,546UW,2011,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,549UW,2011,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,551UW,2011,UMB BANK N A TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,552UW,2011,UMB BANK NA TRUSTEE                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,553UW,2011,UMB BANK NA TRUSTEE                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,554UW,2011,UMB BANK NA TRUSTEE                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,556UW,2012,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,557UW,2012,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,558UW,2012,UMB BANK NA TRUSTEE                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,559UW,2012,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,560UW,2012,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,561UW,2012,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,562UW,2012,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,563UW,2012,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,567UW,2013,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,568UW,2013,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,570TA,2009,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,580UW,2014,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,586UW,2014,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,587UW,2014,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,657NK,2015,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,658NK,2015,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,659NK,2015,UMB BANK NA TRUSTEE                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,660NK,2015,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,661NK,2015,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,662NK,2015,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,663NK,2016,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,664NK,2016,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,665NK,2016,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,667NK,2016,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,668NK,2016,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,668SD,1997,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE               
3940032,AIRBUS                        ,A321-231            ,5,2,379,669NK,2016,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,670NK,2016,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,671NK,2016,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,672NK,2017,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,673NK,2017,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,674NK,2017,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,675NK,2017,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,676NK,2017,UMB BANK NA TRUSTEE                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,677NK,2017,UMB BANK NA TRUSTEE                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,678NK,2017,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,679NK,2017,UMB BANK NA TRUSTEE                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,680NK,2017,UMB BANK NA TRUSTEE                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,681NK,2017,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,682NK,2017,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,683NK,2018,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,684NK,2018,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,685NK,2018,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,686NK,2018,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,687NK,2018,SPIRIT AIRLINES INC                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,729AV,2014,UMB BANK NA TRUSTEE                               
3940032,AIRBUS                        ,A321-231            ,5,2,379,900UW,2017,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,901AA,2017,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,902AA,2017,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,903AA,2017,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,903JB,2013,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,904AA,2017,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,905AU,2017,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,906AA,2017,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,907AA,2017,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,908AA,2017,BANK OF UTAH TRUSTEE                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,909AM,2017,WILMINGTON TRUST CO TRUSTEE                       
3940032,AIRBUS                        ,A321-231            ,5,2,379,910AU,2017,WILMINGTON TRUST CO TRUSTEE                       
3940032,AIRBUS                        ,A321-231            ,5,2,379,912UY,2014,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,913JB,2013,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,913US,2014,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,914UY,2014,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,915US,2014,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,916NX,    ,NAV 2916 SPV LLC                                  
3940032,AIRBUS                        ,A321-231            ,5,2,379,916US,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,917UY,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,918US,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,919NX,    ,NAV 2919 SPV LLC                                  
3940032,AIRBUS                        ,A321-231            ,5,2,379,919US,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,920US,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,921US,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,922US,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,923US,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,924US,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,925UY,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,926UW,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,927UW,2015,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,928AM,2017,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,929AA,2017,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,930AU,2017,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,931AM,2017,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,932AM,2017,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,933AM,2017,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,934AA,2017,AMERICAN AIRLINES INC                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,937JB,2014,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,942JB,2014,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,943JT,2014,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,944JT,2014,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,945JT,2014,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,946JL,2015,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,947JB,2015,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,948JB,2015,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,949JT,2015,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,950JT,2015,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,952JB,2015,JET BLUE AIRWAYS CORP                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,954JB,2015,JET BLUE AIRWAYS CORP                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,955JB,2015,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,956JT,2015,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,957JB,2015,JET BLUE AIRWAYS CORP                             
3940032,AIRBUS                        ,A321-231            ,5,2,379,958JB,2015,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,959JB,2015,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,961JT,2016,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,962JT,2016,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,964JT,2016,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,965JT,2016,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,966JT,2016,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,967JT,2016,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,968JT,2016,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,969JT,2016,JETBLUE AIRWAYS CORP                              
3940032,AIRBUS                        ,A321-231            ,5,2,379,970JB,2016,JETBLUE AIRWAYS CORP                              
