code,name,time_zone,city,state,iso_code,country_name
ARH,Talagi Airport,Europe/Moscow,Arkhangel'sk,Arkhangelskaya,RU,Russia
ARI,Chacalluta Airport,America/Santiago,Arica,Arica y Parinacota,CL,Chile
ARJ,Arso,Asia/Jayapura,Arso,Papua,ID,Indonesia
ARK,Arusha Airport,Africa/Dar_es_Salaam,Arusha,Arusha,TZ,Tanzania
ARL,Arly,Africa/Ouagadougou,,,BF,Burkina Faso
ARM,Armidale Airport,Australia/Sydney,Armidale,New South Wales,AU,Australia
ARN,Stockholm Arlanda Airport,Europe/Stockholm,Marsta,Stockholm,SE,Sweden
ARO,Arboletas,America/Bogota,Arboletes,Antioquia,CO,Colombia
ARP,Aragip,Pacific/Port_Moresby,,,PG,Papua New Guinea
ARQ,Arauquita,America/Caracas,Arauquita,Arauca,CO,Colombia
ARR,Alto Rio Senguerr,America/Argentina/Catamarca,Alto Rio Senguer,Chubut,AR,Argentina
ARS,Aragarcas,America/Sao_Paulo,Aragarcas,Goias,BR,Brazil
ART,Watertown Airport,America/New_York,Dexter,New York,US,United States
ARU,Aracatuba Airport,America/Sao_Paulo,Aracatuba,Sao Paulo,BR,Brazil
ARV,Noble F. Lee,America/Chicago,Lac du Flambeau,Wisconsin,US,United States
ARW,Arad,Europe/Bucharest,Arad,Arad,RO,Romania
ARX,Asbury Park,America/New_York,Shark River Hills,New Jersey,US,United States
ARY,Ararat,Australia/Melbourne,Ararat,Victoria,AU,Australia
ARZ,N'zeto,Africa/Luanda,,,AO,Angola
ASA,Assab International,Africa/Asmara,,,ER,Eritrea
ASB,Ashgabat Airport,Asia/Ashgabat,Ashgabat,Ahal,TM,Turkmenistan
ASC,Ascension,America/La_Paz,,,BO,Bolivia
ASD,Andros Town,America/Nassau,,,BS,Bahamas
ASE,Aspen Airport,America/Denver,Aspen,Colorado,US,United States
ASF,Astrakhan Airport,Europe/Volgograd,Yaksatovo,Astrakhan,RU,Russia
ASG,Ashburton,Pacific/Auckland,Ashburton,Canterbury,NZ,New Zealand
ASH,Boire Field,America/New_York,Nashua,New Hampshire,US,United States
ASI,Saint Helena Airport,Atlantic/St_Helena,,,SH,"Saint Helena, Ascension and Tristan da Cunha"
ASJ,Amami Airport,Asia/Tokyo,,,JP,Japan
ASK,Yamoussoukro,Africa/Abidjan,Yamoussoukro,Lacs,CI,Côte d'Ivoire
ASL,Harrison County,America/Chicago,Marshall,Texas,US,United States
ASM,Asmara International Airport,Africa/Asmara,Asmara,Maekel Region,ER,Eritrea
ASN,Talladega,America/Chicago,Talladega,Alabama,US,United States
ASO,Asosa Airport,Africa/Addis_Ababa,,,ET,Ethiopia
ASP,Alice Springs Airport,Australia/Darwin,,,AU,Australia
ASQ,Austin,America/Los_Angeles,,,US,United States
ASR,Kayseri Airport,Europe/Istanbul,Kayseri,Kayseri,TR,Turkey
ASS,Arathusa Safari Lodge,Africa/Johannesburg,,,ZA,South Africa
AST,Astoria,America/Los_Angeles,Warrenton,Oregon,US,United States
ASU,Silvio Pettirossi International Airport,America/Asuncion,Limpio,Central,PY,Paraguay
ASV,Amboseli,Africa/Nairobi,Namanga,Kajiado,KE,Kenya
ASW,Aswan Airport,Africa/Cairo,Aswan,Aswan,EG,Egypt
ASX,Ashland,America/Chicago,Ashland,Wisconsin,US,United States
ASY,Ashley,America/Chicago,Ashley,North Dakota,US,United States
ASZ,Asirim,Pacific/Port_Moresby,,,PG,Papua New Guinea
ATA,Anta,America/Lima,Anta,Ancash,PE,Peru
ATB,Atbara,Africa/Khartoum,Atbara,River Nile,SD,Sudan
ATC,Arthur's Town,America/Nassau,,,BS,Bahamas
ATD,Atoifi,Pacific/Guadalcanal,,,SB,Solomon Islands
ATE,Antlers,America/Chicago,Antlers,Oklahoma,US,United States
ATF,Chachoan,America/Guayaquil,San Miguel de Salcedo,Cotopaxi,EC,Ecuador
ATG,Attock,Asia/Karachi,Akora,Khyber Pakhtunkhwa,PK,Pakistan
ATH,Eleftherios Venizelos International Airport,Europe/Athens,Spata,Attica,GR,Greece
ATI,Artigas,America/Montevideo,Artigas,Artigas,UY,Uruguay
ATJ,Antsirabe,Indian/Antananarivo,Antsirabe,Vakinankaratra,MG,Madagascar
ATK,Atqasuk Edward Burnell Sr. Memorial Airport,America/Anchorage,,,US,United States
ATL,Hartsfield-Jackson Atlanta International Airport,America/New_York,,,US,United States
ATM,Altamira Airport,America/Santarem,Altamira,Para,BR,Brazil
ATN,Namatanai,Pacific/Port_Moresby,,,PG,Papua New Guinea
ATO,Ohio University,America/New_York,Athens,Ohio,US,United States
ATP,Airstrip,Pacific/Port_Moresby,,,PG,Papua New Guinea
ATQ,Sri Guru Ram Dass Jee International Airport,Asia/Kolkata,Raja Sansi,Punjab,IN,India
ATR,Mouakchott,Africa/Nouakchott,Atar,Adrar,MR,Mauritania
ATS,Artesia,America/Denver,Artesia,New Mexico,US,United States
ATT,Atmautluak Airport,America/Nome,,,US,United States
ATU,Casco Cove,America/Adak,,,US,United States
ATV,Ati,Africa/Ndjamena,Ati,Batha,TD,Chad
ATW,Outagamie County Regional Airport,America/Chicago,Menasha,Wisconsin,US,United States
ATX,Atbasar,Asia/Almaty,Atbasar,Aqmola,KZ,Kazakhstan
ATY,Watertown Airport,America/Chicago,Watertown,South Dakota,US,United States
ATZ,Assiut Airport,Africa/Cairo,Asyut,Asyut,EG,Egypt
AUA,Reina Beatrix International Airport,America/Aruba,Oranjestad,,AW,Aruba
AUB,Itauba Airport,America/Cuiaba,Itauba,Mato Grosso,BR,Brazil
AUC,Arauca Airport,America/Bogota,Arauca,Arauca,CO,Colombia
AUD,Augustus Downs,Australia/Brisbane,,,AU,Australia
AUE,Abu Rudeis,Africa/Cairo,,,EG,Egypt
AUF,Auxerre Branches,Europe/Paris,Appoigny,Bourgogne,FR,France
AUG,Augusta Airport,America/New_York,Augusta,Maine,US,United States
AUH,Abu Dhabi International Airport,Asia/Dubai,,,AE,United Arab Emirates
AUI,Aua Island,Pacific/Port_Moresby,,,PG,Papua New Guinea
AUJ,Ambunti,Pacific/Port_Moresby,,,PG,Papua New Guinea
AUK,Alakanuk Airport,America/Nome,,,US,United States
AUL,Aur Island,Pacific/Majuro,Aur,Aur Atoll,MH,Marshall Islands
AUM,Austin,America/Chicago,Austin,Minnesota,US,United States
AUN,Auburn,America/Los_Angeles,Auburn,California,US,United States
AUO,Auburn-Opelika,America/Chicago,Auburn,Alabama,US,United States
AUP,Agaun,Pacific/Port_Moresby,,,PG,Papua New Guinea
AUQ,Hiva Oa Airport,Pacific/Marquesas,,,PF,French Polynesia
AUR,Aurillac Airport,Europe/Paris,Aurillac,Auvergne,FR,France
AUS,Austin-Bergstrom International Airport,America/Chicago,Hornsby Bend,Texas,US,United States
AUT,Atauro,Asia/Dili,,,ID,Indonesia
AUU,Aurukun Mission,Australia/Brisbane,,,AU,Australia
AUV,Aumo,Pacific/Port_Moresby,,,PG,Papua New Guinea
AUW,Municipal,America/Chicago,Schofield,Wisconsin,US,United States
AUX,Araguaina Airport,America/Araguaina,Araguaina,Tocantins,BR,Brazil
AUY,Aneityum,Pacific/Efate,,,VU,Vanuatu
AUZ,Municipal Airport,America/Chicago,Aurora,Illinois,US,United States
AVA,An Shun/Huang Guo Shu Airport,Asia/Chongqing,Anshun,Guizhou Sheng,CN,China
AVB,Aviano,Europe/Rome,Roveredo in Piano,Friuli Venezia Giulia,IT,Italy
AVG,Auvergne,Australia/Darwin,,,AU,Australia
AVI,Maximo Gomez,America/Havana,Ciro Redondo,Ciego de Avila,CU,Cuba
AVK,Arvaikheer,Asia/Ulaanbaatar,Arvayheer,OEvoerhangay,MN,Mongolia
AVL,Asheville Regional Airport,America/New_York,Fletcher,North Carolina,US,United States
AVN,Avignon-Caumont Airport,Europe/Paris,Noves,Provence-Alpes-Cote d'Azur,FR,France
AVO,Municipal,America/New_York,Avon Park,Florida,US,United States
AVP,Wilkes-Barre/Scranton International Airport,America/New_York,Avoca,Pennsylvania,US,United States
AVR,Alverca,Europe/Lisbon,Sobralinho,Lisbon,PT,Portugal
AVU,Avu Avu,Pacific/Guadalcanal,,,SB,Solomon Islands
AVV,Avalon Airport,Australia/Melbourne,Little River,Victoria,AU,Australia
AVW,Avra Valley,America/Phoenix,Marana,Arizona,US,United States
AVX,Avalon Bay,America/Los_Angeles,,,US,United States
AWA,Awassa,Africa/Addis_Ababa,Hawassa,"Southern Nations, Nationalities, and People's Region",ET,Ethiopia
AWB,Awaba Airport,Pacific/Port_Moresby,Awaba,Western Province,PG,Papua New Guinea
AWD,Aniwa,Pacific/Efate,,,VU,Vanuatu
AWE,Alowe,Africa/Libreville,,,GA,Gabon
AWK,Wake Island,Pacific/Wake,,,UM,United States Minor Outlying Islands
AWM,Municipal,America/Chicago,West Memphis,Arkansas,US,United States
AWN,Alton Downs,Australia/Adelaide,,,AU,Australia
AWP,Austral Downs Airport,Australia/Darwin,,,AU,Australia
AWR,Awar,Pacific/Port_Moresby,,,PG,Papua New Guinea
AWZ,Ahwaz Airport,Asia/Tehran,Ahvaz,Khuzestan,IR,Iran
AXA,Clayton J. Lloyd International Airport,America/Anguilla,The Valley,,AI,Anguilla
AXB,Alexandria Bay,America/New_York,Alexandria Bay,New York,US,United States
AXC,Aramac,Australia/Brisbane,,,AU,Australia
AXD,Demokritos Airport,Europe/Athens,Alexandroupoli,East Macedonia and Thrace,GR,Greece
AXE,Xanxere,America/Sao_Paulo,Xanxere,Santa Catarina,BR,Brazil
AXF,Alxa Left Banner,Asia/Chongqing,Bayan Hot,Inner Mongolia,CN,China
AXG,Algona,America/Chicago,Algona,Iowa,US,United States
AXJ,Amakusa,Asia/Tokyo,Hondo,Kumamoto,JP,Japan
AXK,Ataq,Asia/Aden,,,YE,Yemen
AXL,Alexandria,Australia/Darwin,,,AU,Australia
AXM,El Eden Airport,America/Bogota,La Tebaida,Quindio,CO,Colombia
AXN,Alexandria,America/Chicago,Alexandria,Minnesota,US,United States
AXO,Bandar Udara Pantar,Asia/Makassar,Pantar,,ID,Indonesia
AXP,Springpoint Airport,America/Nassau,Masons Bay,Acklins,BS,Bahamas
AXR,Arutua Airport,Pacific/Tahiti,Arutua,,PF,French Polynesia
AXS,Altus/Quartz Mountain Regional Airport,America/Chicago,,,US,United States
AXT,Akita Airport,Asia/Tokyo,Akita,Akita,JP,Japan
AXU,Axum Airport,Africa/Addis_Ababa,Aksum,Tigray,ET,Ethiopia
AXV,Neil Armstrong,America/New_York,Wapakoneta,Ohio,US,United States
AXX,Angel Fire,America/Denver,Angel Fire,New Mexico,US,United States
AYA,Ayapel,America/Bogota,Ayapel,Cordoba,CO,Colombia
AYC,Ayacucho,America/Bogota,Pelaya,Cesar,CO,Colombia
AYD,Alroy Downs,Australia/Darwin,,,AU,Australia
AYE,AAF Heliport,America/New_York,Ayer,Massachusetts,US,United States
AYG,Yaguara,America/Bogota,,,CO,Colombia
AYI,Yari,America/Bogota,,,CO,Colombia
AYJ,Maharishi Valmiki International Airport,Asia/Kolkata,Faizabad,Uttar Pradesh,IN,India
AYK,Arkalyk,Asia/Qyzylorda,Arkalyk,Qostanay,KZ,Kazakhstan
AYL,Anthony Lagoon,Australia/Darwin,,,AU,Australia
AYM,Yas Island SPB,Asia/Dubai,,,AE,United Arab Emirates
AYN,Anyang Airport,Asia/Shanghai,Anyang,Henan Sheng,CN,China
AYO,Ayolas,America/Asuncion,Ayolas,Misiones,PY,Paraguay
AYP,Yanamilla Airport,America/Lima,Carmen Alto,Ayacucho,PE,Peru
AYQ,Connellan Airport,Australia/Darwin,,,AU,Australia
AYR,Ayr,Australia/Brisbane,Ayr,Queensland,AU,Australia
AYS,Ware County,America/New_York,Deenwood,Georgia,US,United States
AYT,Antalya Airport,Europe/Istanbul,Aksu,Antalya,TR,Turkey
AYU,Aiyura,Pacific/Port_Moresby,,,PG,Papua New Guinea
AYW,Ayawasi,Asia/Jayapura,Aifat,West Papua,ID,Indonesia
AYX,Gerardo Pérez Pinedo,America/Lima,Puerto Ocopa,Junin,PE,Peru
AYY,Arugam Bay SPB,Asia/Colombo,,,LK,Sri Lanka
AYZ,Zahns,America/New_York,Amityville,New York,US,United States
AZA,Phoenix-Mesa Gateway Airport,America/Phoenix,Queen Creek,Arizona,US,United States
AZB,Amazon Bay,Pacific/Port_Moresby,,,PG,Papua New Guinea
AZD,Yazd Airport,Asia/Tehran,Yazd,Yazd,IR,Iran
AZG,Apatzingan,America/Mexico_City,Apatzingan,Michoacan,MX,Mexico
AZH,Azamgarh Airport,Asia/Kolkata,Manduri,Uttar Pradesh,IN,India
AZI,Bateen,Asia/Dubai,,,AE,United Arab Emirates
AZJ,Zhenjiang Dalu,Asia/Shanghai,Changzhou,Jiangsu,CN,China
AZL,Fazenda Tucunare Airport,America/Cuiaba,,,BR,Brazil
AZN,Andizhan Airport,Asia/Tashkent,Andijon,Andijon,UZ,Uzbekistan
AZO,Kalamazoo Battle Creek International Airport,America/Detroit,Portage,Michigan,US,United States
AZP,Atizapan,America/Mexico_City,Iztacalco,Mexico City,MX,Mexico
AZR,Adrar Airport,Africa/Algiers,Adrar,Adrar,DZ,Algeria
AZS,Samaná El Catey International,America/Santo_Domingo,Sanchez,Samana,DO,Dominican Republic
AZT,Zapatoca,America/Bogota,Betulia,Santander,CO,Colombia
AZZ,Ambriz,Africa/Luanda,Nzeto,Zaire,AO,Angola
BAA,Bialla,Pacific/Port_Moresby,,,PG,Papua New Guinea
BAB,Beale AFB,America/Los_Angeles,Marysville,California,US,United States
BAC,Barranca De Upia,America/Bogota,Barranca de Upia,Meta,CO,Colombia
BAD,Barksdale AFB,America/Chicago,Bossier City,Louisiana,US,United States
BAE,Barcelonnette,Europe/Paris,Barcelonnette,Provence-Alpes-Cote d'Azur,FR,France
BAF,Barnes,America/New_York,Westfield,Massachusetts,US,United States
BAG,Loakan,Asia/Manila,Tuding,Cordillera,PH,Philippines
BAH,Bahrain International Airport,Asia/Bahrain,Al Muharraq,Muharraq,BH,Bahrain
BAI,Buenos Aires,America/Costa_Rica,Buenos Aires,Puntarenas,CR,Costa Rica
BAJ,Bali,Pacific/Port_Moresby,,,PG,Papua New Guinea
BAL,Batman Airport,Europe/Istanbul,Yenikoy,Batman,TR,Turkey
BAM,Lander County,America/Los_Angeles,Battle Mountain,Nevada,US,United States
BAN,Basongo,Africa/Lubumbashi,,,CD,Democratic Republic of the Congo
BAO,Udorn,Asia/Bangkok,,,TH,Thailand
BAP,Baibara,Pacific/Port_Moresby,,,PG,Papua New Guinea
BAQ,E Cortissoz Airport,America/Bogota,Malambo,Atlantico,CO,Colombia
BAR,Baker AAF,America/Sitka,,,US,United States
BAS,Balalae,Pacific/Guadalcanal,,,SB,Solomon Islands
BAT,Airport Chafei Amsei,America/Sao_Paulo,Barretos,Sao Paulo,BR,Brazil
BAU,Bauru Airport,America/Sao_Paulo,Bauru,Sao Paulo,BR,Brazil
BAV,Baotou Airport,Asia/Chongqing,Shulinzhao,Inner Mongolia,CN,China
BAW,Biawonque,Africa/Libreville,,,GA,Gabon
BAX,Barnaul Gherman Titov International Airport,Asia/Omsk,Gon'ba,Altai Krai,RU,Russia
BAY,Baia Mare,Europe/Bucharest,Tautii Magherus,Maramures,RO,Romania
BAZ,Barbelos,America/Manaus,Barcelos,Amazonas,BR,Brazil
BBA,Teniente Vidal Airport,America/Santiago,,,CL,Chile
BBB,Benson Municipal Airport,America/Chicago,Benson,Minnesota,US,United States
BBC,Bay City,America/Chicago,Bay City,Texas,US,United States
BBD,Curtis Field,America/Chicago,Brady,Texas,US,United States
BBF,Burlington,America/New_York,Burlington,Massachusetts,US,United States
BBG,Butaritari,Pacific/Tarawa,,,KI,Kiribati
BBH,Barth,Europe/Berlin,,,DE,Germany
BBI,Biju Patnaik International Airport,Asia/Kolkata,Bhubaneshwar,Odisha,IN,India
BBJ,Bitburg Air Base,Europe/Berlin,Bitburg,Rheinland-Pfalz,DE,Germany
BBK,Kasane Airport,Africa/Gaborone,Kasane,North West,BW,Botswana
BBL,Ballera Airport,Australia/Brisbane,,,AU,Australia
BBM,Battambang,Asia/Phnom_Penh,Battambang,Battambang,KH,Cambodia
BBN,Bario Airport,Asia/Kuching,,,MY,Malaysia
BBO,Berbera,Africa/Mogadishu,Berbera,Woqooyi Galbeed,SO,Somalia
BBP,Bembridge,Europe/London,,,GB,United Kingdom
BBQ,Barbuda,America/Antigua,Codrington,Barbuda,AG,Antigua and Barbuda
BBR,Baillif,America/Guadeloupe,Baillif,Guadeloupe,GP,Guadeloupe
BBS,Blackbushe,Europe/London,Yateley,England,GB,United Kingdom
BBT,Berberati,Africa/Bangui,Berberati,Mambere-Kadei,CF,Central African Republic
BBU,Baneasa,Europe/Bucharest,,,RO,Romania
BBV,Hkg,Africa/Abidjan,,,CI,Côte d'Ivoire
BBW,Broken Bow,America/Chicago,Broken Bow,Nebraska,US,United States
BBX,Wings Field,America/New_York,Blue Bell,Pennsylvania,US,United States
BBY,Bambari,Africa/Bangui,Bambari,Ouaka,CF,Central African Republic
BBZ,Zambezi,Africa/Lusaka,,,ZM,Zambia
BCA,Baracoa,America/Havana,Baracoa,Guantanamo,CU,Cuba
BCB,Virginia Tech,America/New_York,Blacksburg,Virginia,US,United States
BCC,Bear Creek,America/Anchorage,Red Lodge,Montana,US,United States
BCD,Bacolod-Silay International Airport,Asia/Manila,Bacolod City,Western Visayas,PH,Philippines
BCE,Bryce,America/Denver,,,US,United States
BCF,Bouca,Africa/Bangui,Bouca,Ouham,CF,Central African Republic
BCG,Bemichi,America/Guyana,,,GY,Guyana
BCH,Cakung International,Asia/Dili,Baucau,Baucau,TL,Timor-Leste
BCI,Barcaldine Airport,Australia/Brisbane,,,AU,Australia
BCJ,Baca Grande,America/Denver,Buena Vista,Colorado,US,United States
BCK,Bolwarra,Australia/Brisbane,Atherton,Queensland,AU,Australia
BCL,Barra Colorado,America/Costa_Rica,Matina,Limon,CR,Costa Rica
BCM,Bacau Airport,Europe/Bucharest,Margineni-Munteni,Bacau,RO,Romania
BCN,Barcelona-El Prat Airport,Europe/Madrid,El Prat de Llobregat,Catalonia,ES,Spain
BCO,Jinka,Africa/Addis_Ababa,,,ET,Ethiopia
BCP,Bambu,Pacific/Port_Moresby,,,PG,Papua New Guinea
BCQ,Brack,Africa/Tripoli,Brak,Sha`biyat Wadi ash Shati',LY,Libya
BCR,Boca Do Acre,America/Manaus,Boca do Acre,Amazonas,BR,Brazil
BCS,Southern Seaplane,America/Chicago,,,US,United States
BCT,Public,America/New_York,Boca Raton,Florida,US,United States
BCU,Bauchi,Africa/Lagos,Bauchi,Bauchi,NG,Nigeria
BCV,Belmopan,America/Belize,,,BZ,Belize
BCW,Benguera Island,Africa/Maputo,,,MZ,Mozambique
BCX,Beloreck,Asia/Yekaterinburg,Lomovka,Bashkortostan,RU,Russia
BCY,Bulchi,Africa/Addis_Ababa,Felege Neway,"Southern Nations, Nationalities, and People's Region",ET,Ethiopia
BCZ,Bickerton Island,Australia/Darwin,,,AU,Australia
BDA,L.F. Wade International Airport,Atlantic/Bermuda,,,BM,Bermuda
BDB,Bundaberg Airport,Australia/Brisbane,Thabeban,Queensland,AU,Australia
BDC,Barra Do Corda,America/Fortaleza,Barra do Corda,Maranhao,BR,Brazil
BDD,Badu Island,Australia/Brisbane,,,AU,Australia
BDE,Baudette,America/Chicago,,,US,United States
BDF,Rinkenberger,America/Chicago,Wyoming,Illinois,US,United States
BDG,Blanding,America/Denver,Blanding,Utah,US,United States
BDH,Bandar Lengeh,Asia/Tehran,Bandar-e Lengeh,Hormozgan,IR,Iran
BDI,Bird Island,Indian/Mahe,Bel Ombre,Bel Ombre,SC,Seychelles
BDJ,Syamsudin Noor International Airport,Asia/Makassar,Banjarbaru,South Kalimantan,ID,Indonesia
BDK,Bondoukou,Africa/Abidjan,Bondoukou,Zanzan,CI,Côte d'Ivoire
BDL,Bradley International Airport,America/New_York,Windsor Locks,Connecticut,US,United States
BDM,Bandirma,Europe/Istanbul,Bandirma,Balikesir,TR,Turkey
BDN,Talhar,Asia/Karachi,Badin,Sindh,PK,Pakistan
BDO,Husein Sastranegara Airport,Asia/Jakarta,Bandung,West Java,ID,Indonesia
BDP,Bhadrapur Airport,Asia/Kathmandu,Bhadrapur,Eastern Region,NP,Nepal
BDQ,Vadodara Airport,Asia/Kolkata,Vadodara,Gujarat,IN,India
BDR,Igor I. Sikorsky Memorial,America/New_York,,,US,United States
BDS,Brindisi - Salento Airport,Europe/Rome,Materdomini,Apulia,IT,Italy
BDT,Gbadolite,Africa/Kinshasa,Ouango,Mbomou,CD,Democratic Republic of the Congo
BDU,Bardufoss Airport,Europe/Oslo,Moen,Troms,NO,Norway
BDV,Moba,Africa/Lubumbashi,Karema,Katavi,CD,Democratic Republic of the Congo
BDW,Bedford Downs,Australia/Perth,,,AU,Australia
BDX,Broadus,America/Denver,Broadus,Montana,US,United States
BDY,State,America/Los_Angeles,Bandon,Oregon,US,United States
BDZ,Baindoung,Pacific/Port_Moresby,,,PG,Papua New Guinea
BEA,Bereina,Pacific/Port_Moresby,,,PG,Papua New Guinea
BEB,Benbecula Airport,Europe/London,Benbecula,Scotland,GB,United Kingdom
BEC,Beech,America/Chicago,,,US,United States
BED,Hanscom Field,America/New_York,Bedford,Massachusetts,US,United States
BEE,Beagle Bay,Australia/Perth,,,AU,Australia
BEF,Bluefields,America/Managua,Bluefields,Atlantico Sur,NI,Nicaragua
BEG,Belgrad Nikola Tesla Airport,Europe/Belgrade,Surcin,Central Serbia,RS,Serbia
BEH,Ross Field,America/Detroit,Benton Heights,Michigan,US,United States
BEI,Beica,Africa/Addis_Ababa,Asosa,Binshangul Gumuz,ET,Ethiopia
BEJ,Kalimarau Airport,Asia/Makassar,,,ID,Indonesia
BEK,Bareli,Asia/Kolkata,Rae Bareli,Uttar Pradesh,IN,India
BEL,Val De Cans International Airport,America/Belem,Belem,Para,BR,Brazil
BEM,Beni Mellal Airport,Africa/Casablanca,Beni Mellal,Tadla-Azilal,MA,Morocco
BEN,Benina International,Africa/Tripoli,Benghazi,Banghazi,LY,Libya
BEO,Belmont,Australia/Sydney,Belmont,New South Wales,AU,Australia
BEP,Bellary,Asia/Kolkata,Bellary,Karnataka,IN,India
BEQ,Honington,Europe/London,Thetford,England,GB,United Kingdom
BER,Berlin Brandenburg Airport,Europe/Berlin,,,DE,Germany
BES,Brest Bretagne Airport,Europe/Paris,Guipavas,Brittany,FR,France
BET,Bethel Airport,America/Anchorage,,,US,United States
BEU,Bedourie,Australia/Brisbane,,,AU,Australia
BEV,Beer Sheba,Asia/Jerusalem,Beersheba,Southern District,IL,Israel
BEW,Beira Airport,Africa/Maputo,,,MZ,Mozambique
BEX,Benson RAF Station,Europe/London,Benson,England,GB,United Kingdom
BEY,Beirut-Rafic Hariri International Airport,Asia/Beirut,Baabda,Mont-Liban,LB,Lebanon
BEZ,Beru,Pacific/Tarawa,,,KI,Kiribati
BFA,Bahia Negra,America/Asuncion,,,PY,Paraguay
BFB,Blue Fox Bay,America/Anchorage,,,US,United States
BFC,Bloomfield,Australia/Brisbane,,,AU,Australia
BFD,Bradford Airport,America/New_York,Bradford,Pennsylvania,US,United States
BFE,Bielefeld,Europe/Berlin,Bielefeld,North Rhine-Westphalia,DE,Germany
BFF,Western Nebraska Regional Airport,America/Denver,Terrytown,Nebraska,US,United States
BFG,Bullfrog Basin,America/Denver,,,US,United States
BFH,Bacacheri,America/Sao_Paulo,Curitiba,Parana,BR,Brazil
BFI,Boeing Field International Airport,America/Los_Angeles,Boulevard Park,Washington,US,United States
BFJ,Bijie Airport,Asia/Chongqing,Bijie,Guizhou Sheng,CN,China
BFK,Buffalo Municipal Airport,America/Denver,Aurora,Colorado,US,United States
BFL,Meadows Field Airport,America/Los_Angeles,Oildale,California,US,United States
BFM,Mobile Downtown Airport,America/Chicago,,,US,United States
BFN,Bram Fischer International Airport,Africa/Johannesburg,Bloemfontein,Orange Free State,ZA,South Africa
BFO,Buffalo Range,Africa/Harare,,,ZW,Zimbabwe
BFP,Beaver Falls,America/New_York,West Mayfield,Pennsylvania,US,United States
BFQ,Bahia Pinas,America/Panama,,,PA,Panama
BFR,Virgil I Grissom Municipalcipal,America/Indiana/Indianapolis,Bedford,Indiana,US,United States
BFS,Belfast International Airport,Europe/London,Antrim,Northern Ireland,GB,United Kingdom
BFT,County,America/New_York,Beaufort,South Carolina,US,United States
BFU,Bengbu,Asia/Shanghai,Bengbu,Anhui Sheng,CN,China
BFV,Buri Ram Airport,Asia/Bangkok,Satuek,Buriram,TH,Thailand
BFW,Sidi Belabbes,Africa/Algiers,Sidi Bel Abbes,Sidi Bel Abbes,DZ,Algeria
BFX,Bafoussam,Africa/Douala,Bafoussam,West,CM,Cameroon
BGA,Palonegro International Airport,America/Bogota,Lebrija,Santander,CO,Colombia
BGB,Booue,Africa/Libreville,,,GA,Gabon
BGC,Braganca Airport,Europe/Lisbon,Braganca,Braganca,PT,Portugal
BGD,Borger,America/Chicago,Borger,Texas,US,United States
BGE,Decatur County,America/New_York,Bainbridge,Georgia,US,United States
BGF,Bangui Airport,Africa/Bangui,Bangui,Bangui,CF,Central African Republic
BGG,Bingol Airport,Europe/Istanbul,,,TR,Turkey
BGH,Abbaye,Africa/Nouakchott,Golere,Saint-Louis,MR,Mauritania
BGI,Grantley Adams International Airport,America/Barbados,,,BB,Barbados
BGJ,Borgarfjordur Eystri,Atlantic/Reykjavik,,,IS,Iceland
BGK,Big Creek,America/Belize,,,BZ,Belize
BGL,Baglung,Asia/Kathmandu,Baglung,Western Region,NP,Nepal
BGM,Greater Binghamton Airport,America/New_York,Johnson City,New York,US,United States
BGN,Belaya Gora Airport,Asia/Srednekolymsk,Belaya Gora,Sakha,RU,Russia
BGO,Bergen Airport,Europe/Oslo,Ytrebygda,Hordaland,NO,Norway
BGP,Bongo,Africa/Libreville,,,GA,Gabon
BGQ,Big Lake,America/Anchorage,,Alaska,US,United States
