code,name,time_zone,city,state,iso_code,country_name
NKP,Nakhon Phanom Airport,Asia/Bangkok,Nakhon Phanom,Nakhon Phanom,TH,Thailand
NKS,Nkongsamba,Africa/Douala,Nkongsamba,Littoral,CM,Cameroon
NKT,Shirnak,Europe/Istanbul,Tililan,Sirnak,TR,Turkey
NKU,Nkaus,Africa/Maseru,,,LS,Lesotho
NKV,Nichen Cove,America/Anchorage,,,US,United States
NKX,Miramar MS,America/Los_Angeles,Poway,California,US,United States
NKY,Nkayi,Africa/Brazzaville,Kayes,Bouenza,CG,Congo
NLA,Simon Mwansa Kapwepwe International Airport,Africa/Lusaka,Ndola,Copperbelt,ZM,Zambia
NLC,Lemoore NAS (Reeves Field),America/Los_Angeles,Lemoore,California,US,United States
NLD,Quetzalcoatl International Airport,America/Matamoros,Nuevo Laredo,Tamaulipas,MX,Mexico
NLE,Jerry Tyler Memorial,America/Detroit,Niles,Michigan,US,United States
NLF,Darnley Island,Australia/Brisbane,,,AU,Australia
NLG,Nelson Lagoon,America/Anchorage,,,US,United States
NLH,Ninglang Luguhu Airport,Asia/Shanghai,Daxing,Yunnan,CN,China
NLI,Nikolaevsk-na-Amure,Asia/Vladivostok,Nikolayevsk-on-Amure,Khabarovsk Krai,RU,Russia
NLK,Norfolk Island Airport,Pacific/Norfolk,Kingston,,NF,Norfolk Island
NLL,Nullagine,Australia/Perth,,,AU,Australia
NLN,Kneeland,America/Los_Angeles,Blue Lake,California,US,United States
NLO,N'dolo,Africa/Kinshasa,Kinshasa,Kinshasa,CD,Democratic Republic of the Congo
NLP,Nelspruit Airport,Africa/Johannesburg,Nelspruit,Mpumalanga,ZA,South Africa
NLS,Nicholson,Australia/Perth,,,AU,Australia
NLT,Nalati Airport,Asia/Shanghai,Tuergen,Xinjiang Uygur Zizhiqu,CN,China
NLU,Santa Lucia,America/Mexico_City,Benito Juarez,Mexico City,MX,Mexico
NLV,Nikolaev (Mykolaiv),Europe/Kiev,Mykolayiv,Mykolaiv,UA,Ukraine
NMA,Namangan Airport,Asia/Tashkent,Namangan Shahri,Namangan,UZ,Uzbekistan
NMB,Daman,Asia/Kolkata,Vapi,Gujarat,IN,India
NMC,Norman's Cay,America/Nassau,,,BS,Bahamas
NME,Nightmute Airport,America/Anchorage,,,US,United States
NMF,Maafaru International Airport,Indian/Maldives,Manadhoo,Noonu Atoll,MV,Maldives
NMG,San Miguel,America/Panama,La Palma,Darien,PA,Panama
NML,Mildred Lake,America/Edmonton,,,CA,Canada
NMN,Nomane,Pacific/Port_Moresby,,,PG,Papua New Guinea
NMP,New Moon,Australia/Brisbane,,,AU,Australia
NMR,Nappa Merry,Australia/Brisbane,,,AU,Australia
NMS,Namsang,Asia/Rangoon,Taunggyi,Shan,MM,Myanmar
NMT,Namtu,Asia/Rangoon,Lashio,Shan,MM,Myanmar
NMU,Namu,Pacific/Majuro,Loen,Namu Atoll,MH,Marshall Islands
NNA,NAF,Africa/Casablanca,Kenitra,Gharb-Chrarda-Beni Hssen,MA,Morocco
NNB,Santa Ana Airport,Pacific/Guadalcanal,,,SB,Solomon Islands
NND,Nangade,Africa/Maputo,Namalenga,Mtwara,MZ,Mozambique
NNG,Nanning Airport,Asia/Shanghai,,,CN,China
NNK,Naknek,America/Anchorage,,,US,United States
NNL,Nondalton,America/Anchorage,,,US,United States
NNM,Naryan-Mar Airport,Europe/Moscow,Iskateley,Nenetskiy Avtonomnyy Okrug,RU,Russia
NNR,Connemara,Europe/Dublin,Oughterard,Connaught,IE,Ireland
NNT,Nan Airport,Asia/Bangkok,Nan,Nan,TH,Thailand
NNU,Nanuque,America/Sao_Paulo,Nanuque,Minas Gerais,BR,Brazil
NNX,Nunukan Airport,Asia/Makassar,Binalawan,North Kalimantan,ID,Indonesia
NNY,Nanyang Airport,Asia/Shanghai,,,CN,China
NOA,Nowra,Australia/Sydney,Falls Creek,New South Wales,AU,Australia
NOB,Nosara Beach,America/Costa_Rica,,,CR,Costa Rica
NOC,Ireland West Airport Knock,Europe/Dublin,Swinford,Connaught,IE,Ireland
NOD,Norden Norddeich Airport,Europe/Berlin,Norden,Lower Saxony,DE,Germany
NOG,Nogales,America/Hermosillo,,,MX,Mexico
NOH,Chicago NAS,America/Chicago,,,US,United States
NOI,Novorossijsk,Europe/Moscow,Novorossiysk,Krasnodarskiy,RU,Russia
NOJ,Nojabrxsk Airport,Asia/Yekaterinburg,Noyabrsk,Yamalo-Nenetskiy Avtonomnyy Okrug,RU,Russia
NOK,Nova Xavantina,America/Cuiaba,Araguaiana,Mato Grosso,BR,Brazil
NOL,Nakolik River,America/Anchorage,,,US,United States
NOM,Nomad River,Pacific/Port_Moresby,,,PG,Papua New Guinea
NON,Nonouti,Pacific/Tarawa,,,KI,Kiribati
NOO,Naoro,Pacific/Port_Moresby,,,PG,Papua New Guinea
NOP,Sinop Airport - Turkey,Europe/Istanbul,,,TR,Turkey
NOR,Nordfjordur,Atlantic/Reykjavik,,,IS,Iceland
NOS,Fascene Airport,Indian/Antananarivo,Hell-Ville,Diana,MG,Madagascar
NOT,Novato,America/Los_Angeles,Novato,California,US,United States
NOU,Tontouta Airport,Pacific/Noumea,Paita,South Province,NC,New Caledonia
NOV,Huambo,Africa/Luanda,Huambo,Huambo,AO,Angola
NOZ,Novokuznetsk Airport,Asia/Novokuznetsk,Novokuznetsk,Kemerovo,RU,Russia
NPA,Pensacola NAS,America/Chicago,Pensacola,Florida,US,United States
NPE,Hawkes Bay Airport,Pacific/Auckland,Napier,Hawke's Bay,NZ,New Zealand
NPG,Nipa,Pacific/Port_Moresby,,,PG,Papua New Guinea
NPH,Nephi,America/Denver,Nephi,Utah,US,United States
NPL,New Plymouth Airport,Pacific/Auckland,Waitara,Taranaki,NZ,New Zealand
NPO,Nangapinoh,Asia/Makassar,Kenyau,West Kalimantan,ID,Indonesia
NPP,Napperby,Australia/Darwin,,,AU,Australia
NPR,Novo Progresso Municipal,America/Santarem,,,BR,Brazil
NPT,State,America/New_York,Newport East,Rhode Island,US,United States
NPU,San Pedro Uraba,America/Bogota,Villanueva,Casanare,CO,Colombia
NPY,Mpanda Airport,Africa/Dar_es_Salaam,Mpanda,Katavi,TZ,Tanzania
NQA,Millington Regional Jetport,America/Chicago,Memphis,Tennessee,US,United States
NQI,NAS,America/Chicago,Kingsville,Texas,US,United States
NQL,Niquelandia,America/Sao_Paulo,Uruacu,Goias,BR,Brazil
NQN,Presidente Peron International Airport,America/Argentina/Salta,Plottier,Neuquen,AR,Argentina
NQT,Nottingham Airport,Europe/London,,,GB,United Kingdom
NQU,Nuqui,America/Bogota,Nuqui,Choco,CO,Colombia
NQX,Key West NAS /Boca Chica Field (private U. S. Navy ),America/New_York,,,US,United States
NQY,Newquay Cornwall Airport,Europe/London,Saint Columb Major,England,GB,United Kingdom
NQZ,Nursultan Nazarbayev International Airport,Asia/Almaty,Nur-Sultan,Akmola,KZ,Kazakhstan
NRA,Narrandera,Australia/Sydney,Narrandera,New South Wales,AU,Australia
NRB,Mayport Naval Station (Adm David L Mcdonald Field),America/Chicago,,,US,United States
NRC,Aux Field,America/Los_Angeles,Patterson,California,US,United States
NRD,Norderney,Europe/Berlin,Norderney,Lower Saxony,DE,Germany
NRE,Namrole,Asia/Jayapura,Leksula,Maluku,ID,Indonesia
NRG,Narrogin,Australia/Perth,Narrogin,Western Australia,AU,Australia
NRI,Shangri-la,America/Chicago,Erick,Oklahoma,US,United States
NRK,Kungsangen Airport,Europe/Stockholm,Lindo,OEstergoetland,SE,Sweden
NRL,North Ronaldsay Airport,Europe/London,,,GB,United Kingdom
NRM,Nara,Africa/Bamako,Nara,Koulikoro,ML,Mali
NRN,Weeze Airport,Europe/Berlin,Weeze,North Rhine-Westphalia,DE,Germany
NRR,Roosevelt NAS,America/Puerto_Rico,Aguas Claras,Ceiba,PR,Puerto Rico
NRS,Imperial Beach Nolf (Ream Field),America/Los_Angeles,,California,US,United States
NRT,Narita International Airport,Asia/Tokyo,Narita,Chiba,JP,Japan
NRY,Newry,Australia/Darwin,,,AU,Australia
NSB,North SPB,America/Nassau,Alice Town,Bimini,BS,Bahamas
NSE,Whiting Field NAS,America/Chicago,Milton,Florida,US,United States
NSF,Andrews NAF,America/New_York,Mellwood,Maryland,US,United States
NSH,Now Shahr Airport,Asia/Tehran,Nowshahr,Mazandaran,IR,Iran
NSI,Nsimalen Airport,Africa/Douala,,,CM,Cameroon
NSK,Noril'sk Airport,Asia/Krasnoyarsk,Kayyerkan,Krasnoyarskiy,RU,Russia
NSL,Slayton Municipal,America/Chicago,Slayton,Minnesota,US,United States
NSM,Norseman,Australia/Perth,,,AU,Australia
NSN,Nelson Airport,Pacific/Auckland,Richmond,Tasman,NZ,New Zealand
NSO,Scone,Australia/Sydney,Muswellbrook,New South Wales,AU,Australia
NSP,NAF,Asia/Manila,Cavite City,Calabarzon,PH,Philippines
NSR,São Raimundo Nonato Airport,America/Fortaleza,São Raimundo Nonato,,BR,Brazil
NST,Nakhon Si Thammarat Airport,Asia/Bangkok,Nakhon Si Thammarat,Nakhon Si Thammarat,TH,Thailand
NSV,Noosaville,Australia/Brisbane,Tewantin,Queensland,AU,Australia
NSX,Hovercraft/Launch Pt,America/Tortola,,,VG,Virgin Islands (British)
NSY,NAS Sigonella,Europe/Rome,Motta Sant'Anastasia,Sicily,IT,Italy
NTA,Natadola,Pacific/Fiji,,,FJ,Fiji
NTB,Notodden Airport,Europe/Oslo,Notodden,Telemark,NO,Norway
NTC,Santa Carolina,Africa/Maputo,Ntchisi,Central Region,MZ,Mozambique
NTD,Point Mugu NAS (Naval Base Ventura County,America/Los_Angeles,Port Hueneme,California,US,United States
NTE,Nantes Atlantique Airport,Europe/Paris,Bouguenais,Pays de la Loire,FR,France
NTG,Nantong Xingdong Airport,Asia/Shanghai,Xingdong,Jiangsu Sheng,CN,China
NTI,Bintuni,Asia/Jayapura,Babo,West Papua,ID,Indonesia
NTJ,Manti-Ephraim,America/Denver,Manti,Utah,US,United States
NTL,Newcastle Airport,Australia/Sydney,Medowie,New South Wales,AU,Australia
NTM,Miracema Do Norte,America/Araguaina,,,BR,Brazil
NTN,Normanton Airport,Australia/Brisbane,,,AU,Australia
NTO,Santo Antao,Atlantic/Cape_Verde,Porto Novo,Porto Novo,CV,Cabo Verde
NTQ,Noto Airport,Asia/Tokyo,Nanao,Ishikawa,JP,Japan
NTR,Aeropuerto del Norte International Airport,America/Monterrey,Monterrey,Nuevo Leon,MX,Mexico
NTT,Kuini Lavenia,Pacific/Tongatapu,Hihifo,Niuas,TO,Tonga
NTU,NAS,America/New_York,Virginia Beach,Virginia,US,United States
NTX,Natuna Ranai,Asia/Jakarta,Pemangkat,West Kalimantan,ID,Indonesia
NTY,Pilanesberg International Airport,Africa/Johannesburg,Muldersdriseloop,Gauteng,ZA,South Africa
NUA,Gregory's Lake,Asia/Colombo,Nuwara Eliya,Central,LK,Sri Lanka
NUB,Numbulwar,Australia/Darwin,,,AU,Australia
NUD,En Nahud,Africa/Khartoum,An Nuhud,Shamal Kurdufan,SD,Sudan
NUE,Nuremberg Airport,Europe/Berlin,Nuernberg,Bavaria,DE,Germany
NUF,Castlereigh Reservoir Waterdrome,Asia/Colombo,Hatton,Central,LK,Sri Lanka
NUG,Nuguria,Pacific/Port_Moresby,,,PG,Papua New Guinea
NUH,Nunchia,America/Bogota,Nunchia,Casanare,CO,Colombia
NUI,Nuiqsut Airport,America/Anchorage,,,US,United States
NUJ,Nojeh,Asia/Tehran,Kabudarahang,Hamadan,IR,Iran
NUK,Nukutavake,Pacific/Tahiti,,,PF,French Polynesia
NUL,Nulato Airport,America/Anchorage,,,US,United States
NUM,Neom Airport,Asia/Riyadh,Duba,Mintaqat Tabuk,SA,Saudi Arabia
NUN,Saufley NAS,America/Chicago,East Pensacola Heights,Florida,US,United States
NUP,Nunapitchuk,America/Anchorage,,,US,United States
NUQ,Moffett Field,America/Los_Angeles,Mountain View,California,US,United States
NUR,Nullarbor,Australia/Adelaide,,,AU,Australia
NUS,Norsup Airport,Pacific/Efate,Norsup,Malampa,VU,Vanuatu
NUT,Nutuve,Pacific/Port_Moresby,,,PG,Papua New Guinea
NUU,Nakuru,Africa/Nairobi,Nakuru,Nakuru,KE,Kenya
NUW,Whidbey Island NAS (Ault Field),America/Los_Angeles,Ault Field,Washington,US,United States
NUX,Novy Urengoy Airport,Asia/Yekaterinburg,Novyy Urengoy,Yamalo-Nenetskiy Avtonomnyy Okrug,RU,Russia
NVA,Benito Salas Airport,America/Bogota,Neiva,Huila,CO,Colombia
NVD,Nevada,America/Chicago,Nevada,Missouri,US,United States
NVG,Nueva Guinea,America/Managua,Nueva Guinea,Atlantico Sur,NI,Nicaragua
NVI,Navoi Airport,Asia/Samarkand,Konimex,Navoiy,UZ,Uzbekistan
NVK,Framnes,Europe/Oslo,Narvik,Nordland,NO,Norway
NVM,Brigadeiro Eduardo Gomes Airport,America/Cuiaba,Nova Mutum,Mato Grosso,BR,Brazil
NVN,Nervino,America/Los_Angeles,Portola,California,US,United States
NVP,Novo Aripuana,America/Manaus,Novo Aripuana,Amazonas,BR,Brazil
NVR,Novgorod,Europe/Moscow,Velikiy Novgorod,Novgorod,RU,Russia
NVS,Nevers,Europe/Paris,Nevers,Bourgogne,FR,France
NVT,Navegantes Airport,America/Sao_Paulo,Navegantes,Santa Catarina,BR,Brazil
NVY,Neyveli,Asia/Kolkata,Vriddhachalam,Tamil Nadu,IN,India
NWA,Moheli,Indian/Comoro,Djoyezi,Moheli,KM,Comoros
NWH,Parlin Field,America/New_York,Newport,New Hampshire,US,United States
NWI,Norwich International Airport,Europe/London,Spixworth,England,GB,United Kingdom
NWP,NS,America/St_Johns,Bay Roberts,Newfoundland and Labrador,CA,Canada
NWS,Pier 11/Wall St. SPB,America/New_York,,,US,United States
NWT,Nowata,Pacific/Port_Moresby,,,PG,Papua New Guinea
NWU,Bermuda NAS,Atlantic/Bermuda,Saint George,Saint George,BM,Bermuda
NXX,Willow Grove NAS,America/New_York,Horsham,Pennsylvania,US,United States
NYA,Nyagan Airport,Asia/Yekaterinburg,Nyagan,Khanty-Mansiyskiy Avtonomnyy Okrug,RU,Russia
NYE,Nyeri,Africa/Nairobi,Nyeri,Nyeri,KE,Kenya
NYG,Quantico NAS,America/New_York,Quantico Station,Virginia,US,United States
NYI,Sunyani,Africa/Accra,Sunyani,Brong-Ahafo,GH,Ghana
NYK,Nanyuki,Africa/Nairobi,Nanyuki,Laikipia,KE,Kenya
NYM,Nadym Airport,Asia/Yekaterinburg,Staryy Nadym,Yamalo-Nenetskiy Avtonomnyy Okrug,RU,Russia
NYN,Nyngan,Australia/Sydney,Nyngan,New South Wales,AU,Australia
NYO,Stockholm Skavsta Airport,Europe/Stockholm,Svalsta,Soedermanland,SE,Sweden
NYR,Nyurba Airport,Asia/Yakutsk,Nyurba,Sakha,RU,Russia
NYS,New York Skyports Seaplane Base,America/New_York,Long Island City,New York,US,United States
NYT,Nay Pyi Taw Airport,Asia/Rangoon,Pyinmana,Mandalay,MM,Myanmar
NYU,Nyaung U Airport,Asia/Rangoon,,,MM,Myanmar
NYW,Monywar Airport,Asia/Yangon,Monywa,Sagain,MM,Myanmar
NZA,Nzagi,Africa/Luanda,Nzagi,Lunda Norte,AO,Angola
NZC,Maria Reiche Neuman Airport,America/Lima,Nazca,Ica,PE,Peru
NZE,Nzerekore,Africa/Conakry,Nzerekore,Nzerekore,GN,Guinea
NZG,Nizhneangarsk Airport,Asia/Irkutsk,,,RU,Russia
NZH,Manzhouli Airport,Asia/Shanghai,Zabaykal'sk,Transbaikal Territory,CN,China
NZL,Zhalantun Chengjisihan Airport,Asia/Shanghai,Qinggis Han,Inner Mongolia,CN,China
NZW,South Weymouth,America/New_York,Rockland,Massachusetts,US,United States
NZY,North Island NAS,America/Los_Angeles,Coronado,California,US,United States
OAA,Shank Air Base,Asia/Kabul,Pul-e `Alam,Lowgar,AF,Afghanistan
OAG,Orange Airport,Australia/Sydney,Millthorpe,New South Wales,AU,Australia
OAH,Shindand Air Base,Asia/Kabul,Shindand,Herat,AF,Afghanistan
OAI,Bagram,Asia/Kabul,Ghulam `Ali,Parvan,AF,Afghanistan
OAJ,Albert J Ellis Airport,America/New_York,Richlands,North Carolina,US,United States
OAK,San Francisco Bay Oakland International Airport,America/Los_Angeles,San Leandro,California,US,United States
OAL,Cacoal Airport,America/Porto_Velho,Cacoal,Rondonia,BR,Brazil
OAM,Oamaru,Pacific/Auckland,Oamaru,Otago,NZ,New Zealand
OAN,Olanchito,America/Tegucigalpa,Olanchito,Yoro,HN,Honduras
OAR,Marina Municipal,America/Los_Angeles,Pacific Grove,California,US,United States
OAS,Sharana Air Base,Asia/Kabul,Zarah Sharan,Paktika,AF,Afghanistan
OAX,Xoxocotlan Airport,America/Mexico_City,Animas Trujano,Oaxaca,MX,Mexico
OAZ,Camp Bastion,Asia/Kabul,,Helmand,AF,Afghanistan
OBA,Oban,Australia/Brisbane,,,AU,Australia
OBC,Obock,Africa/Djibouti,Obock,Obock,DJ,Djibouti
OBD,Obano,Asia/Jayapura,Obano,Papua,ID,Indonesia
OBE,County,America/New_York,Okeechobee,Florida,US,United States
OBF,Oberpfaffenhofen,Europe/Berlin,Gilching,Bavaria,DE,Germany
OBI,Obidos,America/Santarem,,,BR,Brazil
OBK,Sky Harbor,America/Chicago,Northbrook,Illinois,US,United States
OBL,Zoersel,Europe/Brussels,Zoersel,Flanders,BE,Belgium
OBM,Morobe,Pacific/Port_Moresby,,,PG,Papua New Guinea
OBN,Oban Airport,Europe/London,Oban,Scotland,GB,United Kingdom
OBO,Tokachi-Obihiro Airport,Asia/Tokyo,Obihiro,Hokkaido,JP,Japan
OBS,Vals-Lanas,Europe/Paris,Chomerac,Rhone-Alpes,FR,France
OBT,Oakland/Coliseum Stat,America/New_York,,,US,United States
OBU,Kobuk/Wien Airport,America/Anchorage,,,US,United States
OBX,Obo,Pacific/Port_Moresby,Muting,Papua,PG,Papua New Guinea
OBY,Ittoqqortoormiit,America/Scoresbysund,,,GL,Greenland
OCA,Ocean Reef,America/New_York,North Key Largo,Florida,US,United States
OCC,Coca Airport,America/Guayaquil,Puerto Francisco de Orellana,Orellana,EC,Ecuador
OCE,Municipal,America/New_York,West Ocean City,Maryland,US,United States
OCF,Taylor Field,America/New_York,Ocala,Florida,US,United States
OCH,A L Mangham Jr. Regional,America/Chicago,Nacogdoches,Texas,US,United States
OCI,Oceanic,America/Anchorage,,,US,United States
OCJ,Boscobel,America/Jamaica,Oracabessa,Saint Mary,JM,Jamaica
OCM,Boolgeeda,Australia/Perth,,,AU,Australia
OCN,Municipal,America/Los_Angeles,Camp Pendleton South,California,US,United States
OCS,Corisco International Airport,Africa/Malabo,Cocobeach,Estuaire,GQ,Equatorial Guinea
OCV,Aguasclaras,America/Bogota,Ocana,Norte de Santander,CO,Colombia
OCW,Warren Field,America/New_York,Washington,North Carolina,US,United States
ODA,Ouadda,Africa/Bangui,,,CF,Central African Republic
ODB,Cordoba,Europe/Madrid,Villarrubia,Andalusia,ES,Spain
ODC,Oakdale,America/Los_Angeles,East Oakdale,California,US,United States
ODD,Oodnadatta,Australia/Adelaide,,,AU,Australia
ODE,Beldringe,Europe/Copenhagen,Sonderso,South Denmark,DK,Denmark
ODH,Odiham RAF Station,Europe/London,Odiham,England,GB,United Kingdom
ODJ,Ouanda Djalle,Africa/Bangui,Ouadda,Haute-Kotto,CF,Central African Republic
ODL,Cordillo Downs,Australia/Adelaide,,,AU,Australia
ODM,Garrett County Airport,America/New_York,Oakland,Maryland,US,United States
ODN,Long Seridan Airport,Asia/Kuching,Bangar,Temburong,MY,Malaysia
ODO,Bodaybo Airport,Asia/Irkutsk,Bodaybo,Irkutsk,RU,Russia
ODR,Ord River,Australia/Perth,,,AU,Australia
ODS,Odessa International Airport,Europe/Kiev,Odessa,Odessa,UA,Ukraine
ODT,Odessa-Schlemeyer Field,America/Phoenix,Odessa,Texas,US,United States
ODW,Oak Harbor,America/Los_Angeles,Coupeville,Washington,US,United States
ODY,Oudomxay Airport,Asia/Vientiane,Viangxai,Houaphan,LA,Laos
OEA,Oneal,America/Indiana/Vincennes,Vincennes,Indiana,US,United States
OEC,Ocussi,Asia/Dili,Pante Makasar,Oecusse,TL,Timor-Leste
OEL,Orel,Europe/Moscow,Orel,Orjol,RU,Russia
OEM,Vincent Fayks,America/Paramaribo,,,SR,Suriname
OEO,Municipal,America/Chicago,Osceola,Wisconsin,US,United States
OER,Ornskoldsvik Airport,Europe/Stockholm,Husum,Vaesternorrland,SE,Sweden
OES,San Antonio Oeste,America/Argentina/Salta,San Antonio Oeste,Rio Negro,AR,Argentina
OFF,Offutt Air Force Base,America/Chicago,Offutt Air Force Base,Nebraska,US,United States
OFI,Ouango Fitini,Africa/Abidjan,,,CI,Côte d'Ivoire
OFJ,Olafsfjordur,Atlantic/Reykjavik,,,IS,Iceland
OFK,Stefan Field,America/Chicago,Norfolk,Nebraska,US,United States
OFU,Airstrip,Pacific/Pago_Pago,Ofu,Manu'a,AS,American Samoa
OGA,Searle Field,America/Denver,Ogallala,Nebraska,US,United States
OGB,Municipal,America/New_York,Orangeburg,South Carolina,US,United States
OGD,Municipal,America/Denver,Riverdale,Utah,US,United States
OGE,Ogeranang,Pacific/Port_Moresby,,,PG,Papua New Guinea
OGG,Kahului Airport,Pacific/Honolulu,Kahului,Hawaii,US,United States
OGL,Ogle Airport,America/Guyana,Georgetown,Demerara-Mahaica,GY,Guyana
OGM,Ogobsucum,America/Panama,,,PA,Panama
OGN,Yonaguni Jima,Asia/Tokyo,Yonakuni,Okinawa,JP,Japan
OGO,Abengourou,Africa/Abidjan,Abengourou,Moyen-Comoe,CI,Côte d'Ivoire
OGR,Bongor,Africa/Ndjamena,Bongor,Mayo-Kebbi Est,TD,Chad
OGS,Ogdensburg Airport,America/New_York,Ogdensburg,New York,US,United States
OGU,Ordu Giresun Airport,Asia/Istanbul,Gulyali,Ordu,TR,Turkey
OGX,Ain Beida Airport,Africa/Algiers,Rouissat,Ouargla,DZ,Algeria
OGZ,Vladikavkaz Airport,Europe/Moscow,Dalakovo,Ingushetiya,RU,Russia
OHA,Royal Air Force Base,Pacific/Auckland,Bulls,Manawatu-Wanganui,NZ,New Zealand
OHB,Ambohibary,Indian/Antananarivo,Moramanga,Alaotra Mangoro,MG,Madagascar
OHC,AFS,America/Anchorage,,,US,United States
OHD,Ohrid Airport,Europe/Skopje,Misleshevo,,MK,North Macedonia
OHE,Mohe Airport,Asia/Shanghai,Xilinji,Heilongjiang Sheng,CN,China
OHH,Novostroyka Airport,Asia/Srednekolymsk,Okha,Sakhalin,RU,Russia
OHO,Okhotsk,Asia/Vladivostok,Okhotsk,Khabarovsk Krai,RU,Russia
OHR,Wyk Auf Foehr,Europe/Berlin,Wrixum,Schleswig-Holstein,DE,Germany
OHS,Sohar Airport,Asia/Muscat,Al Sohar,Al Batinah,OM,Oman
OHT,Kohat,Asia/Karachi,Kohat,Khyber Pakhtunkhwa,PK,Pakistan
OIA,Ourilandia,America/Belem,,,BR,Brazil
OIC,Eaton,America/New_York,Norwich,New York,US,United States
OIL,Splane Memorial,America/New_York,Oil City,Pennsylvania,US,United States
OIM,Oshima,Asia/Tokyo,Ito,Shizuoka,JP,Japan
OIR,Okushiri Airport,Asia/Tokyo,Kamiiso,Hokkaido,JP,Japan
OIT,Oita Airport,Asia/Tokyo,Kitsuki,Oita,JP,Japan
OJC,Johnson Executive,America/Chicago,Olathe,Kansas,US,United States
OJU,Tanjung Api Airport,Asia/Jakarta,,,ID,Indonesia
OKA,Naha Airport,Asia/Tokyo,Tomigusuku,Okinawa,JP,Japan
OKB,Fraser Island,Australia/Brisbane,Urangan,Queensland,AU,Australia
OKC,Will Rogers World Airport,America/Chicago,,,US,United States
OKD,Okadama Airport,Asia/Tokyo,Sapporo,Hokkaido,JP,Japan
OKE,Okino Erabu,Asia/Tokyo,,,JP,Japan
OKG,Okoyo,Africa/Brazzaville,Ewo,Cuvette-Ouest,CG,Congo
OKH,Cottesmor RAF,Europe/London,Oakham,England,GB,United Kingdom
OKI,Oki Island,Asia/Tokyo,,,JP,Japan
OKJ,Okayama Airport,Asia/Tokyo,Okayama-shi,Okayama,JP,Japan
OKK,Kokomo,America/Indiana/Indianapolis,Kokomo,Indiana,US,United States
OKL,Oksibil,Asia/Jayapura,,,ID,Indonesia
OKM,Okmulgee,America/Chicago,Okmulgee,Oklahoma,US,United States
OKN,Okondja,Africa/Libreville,Okondja,Haut-Ogooue,GA,Gabon
OKO,Yokota AFB,Asia/Tokyo,Fussa,Tokyo,JP,Japan
OKP,Oksapmin,Pacific/Port_Moresby,,,PG,Papua New Guinea
OKQ,Okaba,Asia/Jayapura,Kimaam,Papua,ID,Indonesia
OKR,Yorke Island,Australia/Brisbane,,,AU,Australia
OKS,Oshkosh,America/Chicago,Oshkosh,Nebraska,US,United States
OKT,Oktiabrskij,Asia/Yekaterinburg,Oktyabr'skiy,Bashkortostan,RU,Russia
OKV,Okao,Pacific/Port_Moresby,,,PG,Papua New Guinea
OKY,Oakey,Australia/Brisbane,Oakey,Queensland,AU,Australia
OLA,Orland,Europe/Oslo,Brekstad,Sor-Trondelag,NO,Norway
OLB,Olbia Costa Smeralda Airport,Europe/Rome,Olbia,Sardinia,IT,Italy
OLC,Sen. Eunice Micheles,America/Manaus,Sao Paulo de Olivenca,Amazonas,BR,Brazil
OLD,Old Town,America/New_York,Old Town,Maine,US,United States
OLE,Municipal,America/New_York,Cuba,New York,US,United States
OLF,Wolf Point International Airport,America/Denver,Wolf Point,Montana,US,United States
OLG,Olare Airport,Africa/Nairobi,Bomet,Bomet,KE,Kenya
OLH,Old Harbor SPB,America/Anchorage,,,US,United States
OLI,Rif,Atlantic/Reykjavik,Olafsvik,West,IS,Iceland
OLJ,Olpoi,Pacific/Efate,Port-Olry,Sanma,VU,Vanuatu
OLK,Fuerte Olimpo,America/Asuncion,,,PY,Paraguay
OLL,Ollombo,Africa/Brazzaville,Clarks,Louisiana,CG,Congo
OLM,Olympia,America/Los_Angeles,Tumwater,Washington,US,United States
OLN,Colonia Sarmiento,America/Argentina/Catamarca,Sarmiento,Chubut,AR,Argentina
OLO,Olomouc,Europe/Prague,Horka nad Moravou,Olomoucky,CZ,Czech Republic
OLP,Olympic Dam Airport,Australia/Adelaide,,,AU,Australia
OLQ,Olsobip,Pacific/Port_Moresby,,,PG,Papua New Guinea
OLR,Salerno Air Base,Asia/Kabul,Baalbek,Baalbek-Hermel,AF,Afghanistan
OLS,International,America/Phoenix,Nogales,Arizona,US,United States
OLU,Columbus Municipal,America/Chicago,Columbus,Nebraska,US,United States
OLV,Olive Branch Airport,America/Chicago,Olive Branch,Mississippi,US,United States
OLX,Olkiombo Airport,Africa/Nairobi,Kihancha,Migori,KE,Kenya
OLY,Olney-Noble,America/Chicago,Olney,Illinois,US,United States
OLZ,Olokminsk Airport,Asia/Yakutsk,Olyokminsk,Sakha,RU,Russia
OMA,Eppley Airfield,America/Chicago,Carter Lake,Iowa,US,United States
OMB,Omboue,Africa/Libreville,,,GA,Gabon
OMC,Ormoc,Asia/Manila,Libertad,Eastern Visayas,PH,Philippines
OME,Nome Airport,America/Nome,,,US,United States
OMF,King Hussein,Asia/Amman,Mafraq,Mafraq,JO,Jordan
OMH,Urmia Airport,Asia/Tehran,Orumiyeh,Azarbayjan-e Gharbi,IR,Iran
OMI,Omidieh,Asia/Tehran,Ramshir,Khuzestan,IR,Iran
OMJ,Omura,Asia/Tokyo,Omura,Nagasaki,JP,Japan
OMK,Municipal,America/Los_Angeles,Omak,Washington,US,United States
OML,Omkalai,Pacific/Port_Moresby,Kundiawa,Chimbu,PG,Papua New Guinea
